a,b,diff,d,e,41.4303924,17.0251642
04339,3,41,tahide dsama tibodideni cacajiqquimeredsape occa huimasiri onebona tiquenedsape dsohuaopa passo dopanidsa tiadeni niqui todsanabaqquiraha nidsa huada onihidsana dio pohua corime tiadenidsa da inaridsadsapa tibodideni denima cacajiqquimeranitohui diopa tibodideni dsati inananitohui najari jeso,taidezama tibodideni cacarriqquimerezape occa uimasiri onebona tiquenezape zouaopa passo dopaniza tiadeni niqui tozanabaqquiraha niza uada onihizana deo poua corime tiadeniza da inarizazapa tibodideni denima cacarriqquimeranitoui deopa tibodideni zati inananitoui narrari zeso,,
04713,5,41,nadsapa dio atti ccaccaronade coneriodsa huati huati taha jicadsapa toccamacossanijari amossi najari nadsapa conerio pocca tatarabaiade pama iso teppeppe ojari najaridenidsa huahua najari iso teppeppepa diodsa damera tajari conerio biji accode tojajarin,nazapa deo atti ccaccaronade conerioza uati uati taha rricazapa toccamacossanirrari amossi narrari nazapa conerio pocca tatarabaiade pama isso teppeppe orrari narrarideniza uaua narrari isso teppeppepa deoza damera tarrari conerio birri accode torrarrari,,
04729,4,41,najaria aja dio atti ccaccaronade pohuadsa ahuatodsa ticca madija pedorotohui dsosse tinabaqquijo ticca odsahuaji ccajonadsa pocca huima timittanihuajine nadsa ia dsosse najonabaqquijari quenajari,narraria arra deo atti ccaccaronade pouaza auatoza ticca madirra pedorotoui zosse tinabaqquirro ticca ozauarri ccarronaza pocca uima timittaniuarrine naza ia zosse narronabaqquirrari quenarrari,,
04822,5,41,nadsama odsa panani atioquiacca jesodsa jehe quenajaridenidsa quequeriqquimana najaripa dio atti huahuati toqquimadedeni dio atti mamaridedeni naco pohuadeni onidenipa barnabe simeao sohuehui lusio sirenehuajicca saoro manahe quenajari manahepa dsama robeni carireacca tamine herodi tedseje canapirejarin,nazama oza panani atioquiacca zesoza rrehe quenarrarideniza quequeriqquimana narraripa deo atti uauati toqquimadedeni deo atti mamaridedeni naco pouadeni onidenipa banabe simeao soueui rosio sireneuarricca saoro manahe quenarrari manahepa zama arobeni carireacca tamine erodi tezerre canapirerrari,,
04935,5,41,nadsapa imecotedeni dsodio quejena-jarajaridenidsa moisecca marinaja nemanehedsa iboraqquiri tiquenaji tiquenedsape pina madija mijira tajaridsa ccanajabote tinahuanajo tiquenajarossa najaron,nazapa imecotedeni zodeo querrena rrararrarideniza moizecca marinarra nemaneheza iboraqquiri tiquenarri tiquenezape pina madirra mirrira tarrariza ccanarrabote tinauanarro tiquenarrarossa narraro,,
05096,4,41,nadsapa aporo nahui coritodsa madiccadsa paoro bobode tojapomajari ssono huapi tani toporima cosasa dsanapohui nadsapa odsa panani epesodsa bacco tajari nahuidsapa jesodsa jehe quenajaridenidsa bacco tajari,nazapa aporo naui corintoza madiccaza paoro bobode torrapomarrari ssono uapi tani toporimacossassa zanapoui nazapa oza panani epesoza bacco tarrari nauizapa zesoza rrehe quenarrarideniza bacco tarrari,,
05097,5,41,nadsapa paoro pohuadenidsa huati tajari tiadenipi djesodsa jehe tiqueneje dio corime tiadenidsa tojaridsa nattaco najari naraha pohuadeni cacomeremanajari ssamo qquiri inani dio corimeccahuima iadsa huatide nohuerade quenajarin,nazapa paoro pouadeniza uati tarrari —tiadenipe zesoza rrehe tiquenerre deo corime tiadeniza torrariza nattaco narrari naraha pouadeni cacomeremanarrari —ssamoqquiri inani deo corimecca uima iaza uatide nouerade quenarrari,,
05131,2,41,asiacca tamine mota naco paolodsa huatideni huanaqquiri nadsapa madija ojaria huassinaja dsosse inajonemanadsa joppa najonajari paolodsa poni nanihuajipe ticca tejeraji nahuihuajine,asiacca tamine mota naco paoroza uatideni uanaqquiri nazapa madirra orraria uassinarra zosse inarronemanaza rroppa narronarrari paoroza —poni naniuarripe ticca terrerarri nauiuarrine,,
05141,4,41,nadsama tiadeni mota naqui huima onihi ticajimanedsape huima cacattemadedeni najaro huima ecahuemane-jeredsape nidsa icca odsa pananicca taminedeni madija badsima queriqquima nahuihuajine huahua quenadsana ticcadeni huima huati huati titiquena naji najari,nazama tiadeni mota naqui uima onihi ticarrimanezape uima cacattemadedeni narraro uima ecauemane rrerezape niza icca oza pananicca taminedeni madirra bazima queriqquimanauiuarrine uaua quenazana ticcadeni uima uati uati titiquena narri narrari,,
05154,3,41,naraha paoro joppa taronajari dsabisso huati ajari huaji toquettedsa nadsa icahuajocossajari nadsapa paoro pohuadenidsa huati tade oji oji tiquenejeraji camittemanihui nade n,naraha paoro rroppa taronarrari zabisso uatiarrari uarri toquetteza naza icauarrocossa rrari nazapa paoro pouadeniza uati tade —orri orri tiquenerrerarri camittemaniui nade,,
05208,4,41,titahuimari mittemanajari aja icca madija dsodiodeni dsama huaji tanihuaji dsodio quejena-jarajaridenicca dsamadsa madi ridsemanajarideni mari ticanabaqquiridsajari,titauimari mittemanarrari arra icca madirra zodeodeni zama uarri taniuarri zodeo querrena rrararraridenicca zamaza madirizemanarrarideni mari ticanabaqquirizarrari,,
05255,3,41,jari jidapanape passo dopanidsa niniqui ticajiji denima tinajo jerana ia dsodsossede pohuadsa huati tinaji tia tonassihuahuahuihuajine ticca huimasiri pepeji inananihuajine nade anania atti ohuadsa najari paoro,rrari rridapanape passo dopaniza niniqui ticarrirri denima tinarro rrerana ia zozossede pouaza uati tinarri tia tonassiuauauiuarrine ticca uimasiri peperri inananiuarrine nade anania atti ouaza narrari paoro,,
05355,1,41,huahidirehe onanedsape occa huahidirehe manaconi odsoqquenihuajine bica tani naraha attideni pajissa jeredsape pohuadenidsa ohua teccoremananihuajine bica tejerani onajaro ohuape jomanodenicca tamine deni tojahuiccana occa huima icattemanihuajine tohuini onani najari paoro,—uaidirehe onanezape occa uaidirehe manaconi ozoqqueniuarrine bica tani naraha attideni parrissa rrerezape pouadeniza oua teccoremananiuarrine bica terrerani onarraro ouape rromanodenicca tamine deni torrauiccana occa uima icattemaniuarrine touini onani narrari paoro,,
05387,2,41,ohuape jerosaredsa nema onaridsade dada toqquimade taminedeni ohua icadsossemanedsa naqui jesodsa jehe quenajarideni huapi taha otadamadsapa toponi cocorodsa corocoro ohodsimabaqqui naccade dsesodsa jehe quenajarideni inajiquemanadsa naco jehe bica tani ohonanaccade,ouape zerozareza nema onarizade dada toqquimade taminedeni oua icazossemaneza naqui zesoza rrehe quenarrarideni uapi taha otadamazapa toponi cocoroza coro coro ohozimabaqqui naccade zesoza rrehe quenarrarideni inarriquemanaza naco rrehe bica tani ohonanaccade,,
05451,0,41,naraha paoro qquitadsapa pohua cacahuade jomanodenicca isso teppeppe dsodsossededsa aja pocca isso teppeppedenidsa naco huati tajari jaho dajoni imeni ahaccadedeni ajadsa madimana-jaradsapa tiadeni rape ticassihuahuera-jeranitohui nade paoro,naraha paoro qqui tazapa poua cacauade rromanodenicca isso teppeppe zozossedeza arra pocca isso teppeppedeniza naco uati tarrari —rraho darroni imeni ahaccadedeni arraza madimana rrarazapa tiadenirape ticassiuauera rreranitoui nade paoro,,
05485,3,41,icca ididenicca madie tahuimarinidsa naqui nanacassera onejerade nohue ojirera odsa panani jerosaredsa jodiodeni occa madijaraha ohuadsa huadi qquiri nadsa ohua dama iquenedsape jomano dsepedenidsa ohua inanemanajarode n,icca ididenicca madie tauimariniza naqui nanacassera onerrerade noue orrireraha oza panani zerozareza zodeodeni occa madirraraha ouaza uadiqquiri naza oua dama iquenezape rromano zepedeniza oua inanemanarrarode,,
05515,3,41,aji tiadeni jesocristodsa jehe tiqueneje ohua naqui jesocristodsa jehe oneje nedsape titedsa ejedeni icattidserara cananihuajine onajaro,arri tiadeni zeso cristoza rrehe tiquenerre ouanaqui zeso cristoza rrehe onerre nezape tiadeni tezerre icatizerara cananiuarrine onarraro,,
05626,5,41,dsotodena abaraaodsa deu huati tajari dsopori cotani eteroni huissinaja ticahiji najari najaro huissinaja cahidsapa abaraao diudsa jehe napohuicca huima huato tajaro,zotodena abarahaoza deo uati tarrari —zopori cotani eteroni uissinarra ticarrirri narrari narraro uissinarra carrizapa abarahao deoza rrehe napouicca uima auato tarraro,,
05647,2,41,naraha itedsejemacca huima bicanidsaha etidseni ojari-jerani aji ocasserani ejarodsa naqui etidsenihuajine ajijaro huima nahuatoto inani ocasserani ejarope denima ida cocorani nanihuajine ocasserehe tonahuanade iattanihuajine,naraha itezerremacca uima bicanizaha etizeni orrari rrerani arri ocasserani erraroza naqui etizeniuarrine arrirraro uima nauatoto inani ocasserani errarope denima idacocorani naniuarrine ocasserehe tonauanade iattaniuarrine,,
06071,5,41,nadsama dsossee cajimanajarideni pohuadeni dsossedecca dsosseniji inapajiremananissa tanihuajine nama nadsapa pohuadeni dsossede madija badsima naco pohuadenidsa jehe tijinedeni bica tani quenahuitohuin,nazama zossehe carrimanarrarideni pouadeni zossedecca zossenirri inaparriremananissa taniuarrine nama nazapa pouadeni zossede madirra bazima naco pouadeniza —rrehe tirrinedeni bica tani quenauitoui,,
06112,3,41,tiadenipe ajijaro huima ssamoqquiri tiquenaccaqui nidsa ranibote diocca madija iape dsama badsimacca madija huimarideni icattemanitohui nidsa madija huapimacca huima cattemade tiquejenani huajineraha jidapanacca huima bedeni cattemadepe tipajiremane jerajaroquin,tiadenipe arrirraro uima ssamoqquiri tiquenaccaqui nizaranibote deocca madirra iape zama bazimacca madirra uimarideni icattemanitoui niza madirra uapimacca uima cattemade tiquerrenaniuarrineraha rridapanacca uima bedeni cattemadepe tiparriremane rrerarraroqui,,
06171,2,41,ponideni assiranima bodinidenima diodsara huahuatidsemana najaro naraha moneje maqquideje cajimanajarodenipe ajijaro dsamacca tohui ponidenicca maqqui ina huatidsebaqqui-manahuihuajine tohui bodinideni huahuatomana najaro,ponideni assiranima bodinidenima deozara uauatizemana narraro naraha amonerre maqquiderre carrimanarrarodenipe arrirraro zamaccatoui ponidenicca maqqui inauatize baqquimanauiuarrine toui bodinideni uauatomana narraro,,
06238,4,41,huimasiri dacoraniccadsa tie jidse mananihuajine tipa jiremana-jeredsape diona ecossaponitohui huimasiri tinane-mananihuajine ahuatodsape tiedime mana-jeranihuajine dio tiadeni tona dacora-baqquihuitohui,uimasiri dacoraniccaza tierrizemananiuarrine tiparriremane rrerezape deona ecossaponitoui uimasiri tinanemananiuarrine auatozape tiedimemana rreraniuarrine deo tiadeni tonadacora baqquiuitoui,,
06307,4,41,nahuatohue onihi motadenidsa da inaridsajarope pohuajine bodidenidsa huima pajisseecca maiseecca nahuatoqquiri najari pina madija canahuatori canahui qqui toquenadsa nahuatoqquiri nadsapa najarope dio corimejine jerani quenatahui,nauatoue onihi motadeniza da inarizarrarope pouarrine bodideniza uima parrissehecca maizehecca nauatoqquiri narrari pina madirra canauatori canaui qqui toquenaza nauatoqquiri nazapa —narrarope deo corimerrine rrerani quena taui,,
06448,2,41,ohu imecotedeni tiadenidsa huati onana aji namidsa imadidsa ime emene icajijarope diocca cacahuehehuaji toja-jeranitohui pohua madihuihuajipe tohua idirarera tani essire tohua idirara taniccape nanidsa madinihuajine ssamo tanin,ouimecotedeni tiadeniza uati onana arri namiza imadiza ime emene icarrirrarope deocca cacaueheuarri torra rreranitoui poua madiuiuarripe touaidirarera tani essire touaidirara taniccape naniza madiniuarrine ssamo tani,,
06715,4,41,dsama onicca jesocristodsa quequeriqquimana najaridenicca dsiniro huadsa da iquenajarodsa omadijarode najaro poccadeni da inaqquinaja odijidsajarossa nedsa manaconi jirehe tiadeni maride odsepe ijijarode,zama onihicca zeso cristoza quequeriqquimana narraridenicca ziniro ouaza da iquenarraroza omadirrarode narraro poccadeni da inaqquinarra odirrizarrarossa neza manaconi rrirehe tiadeni maride ozepe irrirrarode,,
06766,3,41,aja huajano tocca pojaridsa titona tiadeni qquide toccahui huajine pohuadsa huati onedsa toccade pohuadsa imecote ohuaha naco dsose onajaride naraha titopa dsinirotohui tiadenidsa maidsajari ttarana n,arra uarrano toccaporrariza titona tiadeni qquide toccauiuarrine pouaza uati oneza toccade pouaza imecote ouaha naco zosse onarraride naraha titopa zinirotoui tiadeniza maizarrari ttarana,,
06886,3,41,ejedeni ahuera taccadsapa pohua cacahuade caji imehi dsepe taji dsepe pero cacahuade caji najari najaridenidsa madijonajaria aja imehi hua idsanahuicca huajano bacco tajari,erredeni auera taccazapa poua cacauade carri imehi zepetarri zepepero cacauade carri narrari narrarideniza madirronarraria arra imehi ua izanauicca uarrano bacco tarrari,,
06947,5,41,nadsama jesocristodsa iquejenajarope pohua tedseje ahua porimacossanidsa ibodidsa huahidirehe tohuini inanicca jicajaro imedsa tohuini inanicca ibodi huatohue huahidira tanicca badsima jicajaron,nazama zeso cristoza iquerrenarrarope poua tezerre aua porimacossaniza ibodiza uaidirehe touini inanicca rricarraro imeza touini inanicca ibodi uatoue uaidira tanicca bazima rricarraro,,
06983,2,41,deu pohua tohuini nadsa tahide ia jodeo denina jeso cristodsa pajissa inapojaro deudsa etisesa pohuadsa jehe abi deo bica tinani deni tijani ihinananihvajine deu ia tocattejidsa baqqui pohari,deo poua touini naza taide ia zodeodenina zeso cristoza parrissa inaporraro deoza etizeza pouaza —rrehe abi deo bica tinani deni tirrani ihinananiuarrine deo ia tocatterrizabaqquiporrari,,
06991,2,41,dio pocca dacorehe naqui tiadenidsa ahuato tanihvajine pohuadsa huati huati oonanajaro pocca dacorehepe motarani jicaqqui-jerani najaro dacorehepe pohuadsa pajissa inajarodenidsa anijaro najaro dacorehepe dio pohua dacoraja najari,deo pocca dacorehe naqui tiadeniza auato taniuarrine pouaza uati uati ohonanarraro pocca dacorehepe motarani rricaqquirrerani narraro dacorehepe pouaza parrissa inarrarodeniza anirraro narraro dacorehepe deo poua dacorarra narrari,,
06994,2,41,diopa memehuajicca namihuajicca badsima ajamani inanabaqquijari pohua bedi jesocristodeni inanadsapa badsima dsosededeni tojajari ia naqui pocca iquejenajaro ia dsosede tojajari pina itatissa najari,deopa memeuarricca namiuarricca bazima arramani inanabaqquirrari poua bedi zeso cristo deni inanazapa bazima zossededeni torrarrari ia naqui pocca iquerrenarraro ia zossede torrarrari pina itatissa narrari,,
07053,2,41,tibodidenidsa ohuape ajimani ojani tiquenani bica tani joneqquiri tiquenedsa tettideni bica tedsa huati huati tiquenana timecotedeni tedseje tetideni cahuanerara canedsa ama dsati tedimana-jerana madija tiadenidsa nacassera tadsa naco pina mohuaradsa tinahuanemanana onajaro,tibodideniza —ouape arrimani orrani tiquenani bica tani rroneqquiri tiqueneza tettideni bica teza uati uati tiquenana timecotedeni tezerre tetideni cauanerara caneza amazati tedimana rrerana madirra tiadeniza nacassera taza naco pina mouaraza tinauanemanana onarraro,,
07123,1,41,huima najarossa najarope maittaccadsama dio huati tajari maqquideje pohua bedimenidsa tojadsapa imehi imenidenidsa nebo pohuadenira madimanajari nadsapa pa mahara pina ojarijarissa quenajari nahuinade dio,uima narrarossa narrarope maittaccazama deo uati tarrari — maqquiderre poua bedimeniza torrazapa imehi imenideniza nebo pouadenira madimanarrari nazapa pamaraha pina orrarirrarissa quenarrari naui nade deo,,
07133,4,41,nedsape huatidsehema tibodideni bicaqquiri nedsa tidsepedeni ijimanana nema tiquenedsape tiadeni dsossede madijaraha pohuadsa tidsepedeni ijimanedsape pina ia dsodsossede diodsa tidsepedeni ijimanajarossa tiquenajaro,nezape uatizehema tibodideni bicaqquiri neza tizepedeni irrimanana nema tiquenezape tiadeni zossede madirraraha pouaza tizepedeni irrimanezape pina ia zozossede deoza tizepedeni irrimanarrarossa tiquenarraro,,
07226,4,41,madija motapa jesocristo tahui maridsa jidsa-jidsa quequenanaraha epafrodito tedsejepe japariri inejerade diocca dacorehema jesocristo tahui mari ehecomera najaro naraha jidapapa tiadenihuaji dsosse onanibote nahui,madirra motapa zeso cristo tauimariza rriza rriza quequenanaraha epaprodito tezerrepe rrapariri inerrerade deocca dacorehema zeso cristo tauimari ehecomera narraro naraha rridapapa tiadeniuarri zosse onanibote naui,,
07296,2,41,nema tiquenajarope itedsejemacca huima bicani iadsa tojanitohui nahuatoqquiri tiquenajaro aji iape memehuaji imadinitohui tiquenajarojineha diocca toquejenajaridenidsa tetideni huanaqquiri najaro opaji,nema tiquenarrarope itezerremacca uima bicani iaza torranitoui nauatoqquiri tiquenarraro arri —iape memeuarri imadinitoui tiquenarrarorrinea deocca toquerrenarrarideniza tetideni uanaqquiri narraroparri,,
07409,2,41,nadsama aja otesse aristarcopa tiadenidsa nija nahui pohuapa otedseje toponi cocorodsa ibedsajaro banabecca madija maraco naco tiadenidsa nija nahui aji maraco tahuimari timittemanapojarope nidsa tiadenihuaji toccadsapa tinamadimanahuissa tana,nazama arra otesse aristacopa tiadeniza nirra naui pouapa otezerre toponi cocoroza ibezarraro banabecca madirra maraco naco tiadeniza nirra naui arri maraco tauimari timittemanaporrarope niza tiadeniuarri toccazapa tinamadimanauissa tana,,
