"language","version","stocknumber","filesetid","type","script","iso639","bibleid"
"Ngulu","Ndangano Imp'hya kwa Want'hu Wose","N1NGP/PBT","NGPPBTN1DA","audio","Latn","ngp","NGPPBT"
"Guerrero Nahuatl","2012 Mitle Studios","P1NGU/OTS","NGUOTSP1DA","audio",NULL,"ngu","NGUOTS"
"Guerrero Nahuatl","2012 Bible League","N2NGU/TBL","NGUTBL","text_format","Latn","ngu","NGUTBL"
"Guerrero Nahuatl","2012 Bible League","N2NGU/TBL","NGUTBL","text_plain","Latn","ngu","NGUTBL"
"Guerrero Nahuatl","2012 Bible League","N2NGU/TBL","NGUTBLN2DA","audio_drama","Latn","ngu","NGUTBL"
"Guerrero Nahuatl","2012 Bible League","N2NGU/TBL","NGUTBLN2DA16","audio_drama","Latn","ngu","NGUTBL"
"Guerrero Nahuatl","2012 Bible League","N2NGU/TBL","NGUTBLP2DV","video_stream","Latn","ngu","NGUTBL"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NH1NMV","text_plain","Latn","nhx","NHXNFB"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NH1NMVN1DA","audio","Latn","nhx","NHXNFB"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NH1NMVN1DA16","audio","Latn","nhx","NHXNFB"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NH1NMVN2DA","audio_drama","Latn","nhx","NHXNFB"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NH1NMVN2DA16","audio_drama","Latn","nhx","NHXNFB"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","S1NHX/NMV","NH1NMVS1DA","audio","Latn","nhx","NHXNFB"
"Eastern Huasteca Nahuatl","2005 Bible League International","N2NHE/TBL","NHETBL","text_plain","Latn","nhe","NHETBL"
"Eastern Huasteca Nahuatl","2005 Bible League International","N2NHE/TBL","NHETBLN2DA","audio_drama","Latn","nhe","NHETBL"
"Eastern Huasteca Nahuatl","2005 Bible League International","N2NHE/TBL","NHETBLN2DA16","audio_drama","Latn","nhe","NHETBL"
"Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","2011 Wycliffe","N2NHI/WBT","NHIWBT","text_plain",NULL,"nhi","NHIWBT"
"Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","2011 Wycliffe","N2NHI/WBT","NHIWBTN2DA","audio_drama",NULL,"nhi","NHIWBT"
"Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","2011 Wycliffe","N2NHI/WBT","NHIWBTN2DA16","audio_drama",NULL,"nhi","NHIWBT"
"Zacatlán-Ahuacatlán-Tepetzintla Nahuatl","2011 Wycliffe","N2NHI/WBT","NHIWBTP2DV","video_stream",NULL,"nhi","NHIWBT"
"Takuu","2009 Edition","N2NHO/TCT","NHOTCT","text_format","Latn","nho","NHOTCT"
"Takuu","2009 Edition","N2NHO/TCT","NHOTCT","text_plain","Latn","nho","NHOTCT"
"Noone","2011 Wycliffe Bible Translators Inc.","N2NHU/WBT","NHUWBT","text_plain","Latn","nhu","NHUWBT"
"Noone","2011 Wycliffe Bible Translators Inc.","N2NHU/WBT","NHUWBTN2DA","audio_drama","Latn","nhu","NHUWBT"
"Noone","2011 Wycliffe Bible Translators Inc.","N2NHU/WBT","NHUWBTN2DA16","audio_drama","Latn","nhu","NHUWBT"
"Noone","2011 Wycliffe Bible Translators Inc.","N2NHU/WBT","NHUWBTP2DV","video_stream","Latn","nhu","NHUWBT"
"Western Huasteca Nahuatl","2005 Bible League International","N2NHW/TBL","NHWTBL","text_plain",NULL,"nhw","NHWTBL"
"Western Huasteca Nahuatl","2005 Bible League International","N2NHW/TBL","NHWTBLN2DA","audio_drama",NULL,"nhw","NHWTBL"
"Western Huasteca Nahuatl","2005 Bible League International","N2NHW/TBL","NHWTBLN2DA16","audio_drama",NULL,"nhw","NHWTBL"
"Western Huasteca Nahuatl","2005 Bible League International","N2NHW/TBL","NHWTBLP2DV","video_stream",NULL,"nhw","NHWTBL"
"Isthmus-Mecayapan Nahuatl","Wycliffe Bible Translators, Inc","N2NHX/NMV","NHXNMVP2DV","video_stream","Latn","nhx","NHXNFB"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTV","text_format","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTV","text_plain","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTVN1DA","audio","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTVN1DA16","audio","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTVN2DA","audio_drama","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTVN2DA16","audio_drama","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","N2NHX/NTV","NHXNTVP2DV","video_stream","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","S1NHX/NTV","NHXNTVS1DA","audio","Latn","nhx","NHXNHX"
"Nahuatl, Tatahuicapan","Wycliffe Bible Translators, Inc","S1NHX/NTV","NHXNTVS1DA16","audio","Latn","nhx","NHXNHX"
"Northern Oaxaca Nahuatl","2006 The Bible League","S1NHY/OTS","NHYOTSS1DA","audio",NULL,"nhy","NHYOTS"
"Northern Oaxaca Nahuatl","2006 Bible League International","N2NHY/TBL","NHYTBL","text_plain","Latn","nhy","NHYTBL"
"Northern Oaxaca Nahuatl","2006 Bible League International","N2NHY/TBL","NHYTBLN1DA","audio","Latn","nhy","NHYTBL"
"Northern Oaxaca Nahuatl","2006 Bible League International","N2NHY/TBL","NHYTBLN2DA","audio_drama","Latn","nhy","NHYTBL"
"Northern Oaxaca Nahuatl","2006 Bible League International","N2NHY/TBL","NHYTBLP2DV","video_stream","Latn","nhy","NHYTBL"
"Nias","Today's Nias Version, 2006","N2NIA/IBS","NIAIBS","text_plain","Latn","nia","NIAIBS"
"Nias","Today's Nias Version, 2006","N2NIA/IBS","NIAIBSN2DA","audio_drama","Latn","nia","NIAIBS"
"Nias","Today's Nias Version, 2006","N2NIA/IBS","NIAIBSN2DA16","audio_drama","Latn","nia","NIAIBS"
"Nias","Today's Nias Version, 2006","N2NIA/IBS","NIAIBSP2DV","video_stream","Latn","nia","NIAIBS"
"Nek","2011 Wycliffe Bible Translators, Inc.","P2NIF/WBT","NIFWBT","text_plain","Latn","nif","NIFWBT"
"Nii","1980 Wycliffe Bible Translators, Inc.","N2NII/WBT","NIIWBT","text_plain","Latn","nii","NIIWBT"
"Ngaju","Today's Dayak Ngaju Version","N2NIJ/LAI","NIJLAI","text_format","Latn","nij","NIJLAI"
"Ngaju","Today's Dayak Ngaju Version","N2NIJ/LAI","NIJLAI","text_plain","Latn","nij","NIJLAI"
"Ngaju","Today's Dayak Ngaju Version","N2NIJ/LAI","NIJLAIN2DA","audio_drama","Latn","nij","NIJLAI"
"Ngaju","Today's Dayak Ngaju Version","N2NIJ/LAI","NIJLAIN2DA16","audio_drama","Latn","nij","NIJLAI"
"Ngaju","Today's Dayak Ngaju Version","N2NIJ/LAI","NIJLAIP2DV","video_stream","Latn","nij","NIJLAI"
"Nilamba","2009 Bible Society of Tanzania","N2NIM/BST","NIMBST","text_plain",NULL,"nim","NIMBST"
"Nilamba","2009 Bible Society of Tanzania","N2NIM/BST","NIMBSTN2DA","audio_drama",NULL,"nim","NIMBST"
"Nilamba","2009 Bible Society of Tanzania","N2NIM/BST","NIMBSTN2DA16","audio_drama",NULL,"nim","NIMBST"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYI","text_plain","Latn","nin","NINWBT"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYIN1DA","audio","Latn","nin","NINWBT"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYIN1DA16","audio","Latn","nin","NINWBT"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYIN2DA","audio_drama","Latn","nin","NINWBT"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYIN2DA16","audio_drama","Latn","nin","NINWBT"
"Ninzo","Wycliffe Bible Translators Inc. and Nigeria Bible Translation Trust","N2NIN/WYI","NINWYIP2DV","video_stream","Latn","nin","NINWBT"
"Lotha Naga","Common Language Version","N2NJH/CLV","NJHCLVN2DA","audio_drama",NULL,"njh","NJHCLV"
"Lotha Naga","Common Language Version","N2NJH/CLV","NJHCLVP2DV","video_stream",NULL,"njh","NJHCLV"
"Ao Naga","Common Language Version","N2NJO/CLV","NJOCLVN2DA","audio_drama",NULL,"njo","NJOCLV"
"Nkoya","2010 Bible Society of Zambia","N2NKA/BSZ","NKABSZ","text_plain","Latn","nka","NKABSZ"
"Nkoya","2010 Bible Society of Zambia","N2NKA/BSZ","NKABSZ","text_format","Latn","nka","NKABSZ"
"Inpui Naga","2011 Bibles International","N2NKF/BIV","NKFBIV","text_plain","Latn","nkf","NKFBIV"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBT","text_plain","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBT","text_format","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBTN1DA","audio","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBTN1DA16","audio","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBTN2DA","audio_drama","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBTN2DA16","audio_drama","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","P2NKO/WBT","NKOWBTP1DA","audio","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","P2NKO/WBT","NKOWBTP2DA","audio_drama","Latn","nko","NKOWBT"
"Nkonya","Wycliffe Bible Translators, Inc. 2009","N2NKO/WBT","NKOWBTP2DV","video_stream","Latn","nko","NKOWBT"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAI","text_format","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAI","text_plain","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAIN1DA","audio","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAIN1DA16","audio","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAIN2DA","audio_drama","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAIN2DA16","audio_drama","Latn","nlc","NLCLAI"
"Nalca","2000 Lembaga Alkitab Indonesia","N2NLC/LAI","NLCLAIP2DV","video_stream","Latn","nlc","NLCLAI"
"Dutch","Het Boek","N1NLD/BIB","NLDBIB","text_format","Latn","nld","NLDBIB"
"Dutch","Het Boek","N1NLD/BIB","NLDBIB","text_plain","Latn","nld","NLDBIB"
"Dutch","Het Boek","P2NLD/LPF","NLDBIBP2DV","video_stream","Latn","nld","NLDBIB"
"Dutch","1750 Dutch Staten Vertaling Bible","C2NLD/DSV","NLDDSV","text_plain","Latn","nld","NLDDSV"
"Dutch","Herziene Statenvertaling (HSV)","N1NLD/HSV","NLDHSV","text_plain","Latn","nld","NLDHSV"
"Dutch","Herziene Statenvertaling (HSV)","N1NLD/HSV","NLDHSV","text_format","Latn","nld","NLDHSV"
"Dutch","Herziene Statenvertaling (HSV)","N1NLD/HSV","NLDHSVN1DA","audio","Latn","nld","NLDHSV"
"Dutch","Herziene Statenvertaling (HSV)","O1NLD/HSV","NLDHSVO1DA","audio","Latn","nld","NLDHSV"
"Dutch","Herziene Statenvertaling (HSV)","N1NLD/HSV","NLDHSVP2DV","video_stream","Latn","nld","NLDHSV"
"Dutch","New Dutch Translation (de Nieuwe Bijbelvertaling)","N2NLD/NBV","NLDNBVN2DA","audio_drama",NULL,"nld","NLDNBV"
"Dutch","New Dutch Translation (de Nieuwe Bijbelvertaling)","N2NLD/NBV","NLDNBVN2DA16","audio_drama",NULL,"nld","NLDNBV"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBT","text_plain","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBT","text_format","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBTN1DA","audio","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBTN1DA16","audio","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBTN2DA","audio_drama","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBTN2DA16","audio_drama","Latn","nlg","NLGNEW"
"Gela","2015 Wycliffe Bible Translators, Inc","N2NLG/WBT","NLGWBTP2DV","video_stream","Latn","nlg","NLGNEW"
"Ninia Yali","Wene Sali Keron","N2NLK/LAI","NLKLAI","text_plain","Latn","nlk","NLKLAI"
"Ninia Yali","Wene Sali Keron","N2NLK/LAI","NLKLAI","text_format","Latn","nlk","NLKLAI"
"Ninia Yali","Wene Sali Keron","N2NLK/LAI","NLKLAIN1DA","audio","Latn","nlk","NLKLAI"
"Ninia Yali","Wene Sali Keron","N2NLK/LAI","NLKLAIN2DA","audio_drama","Latn","nlk","NLKLAI"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSB","text_plain","Latn","nmz","NMZWSB"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSBN1DA","audio","Latn","nmz","NMZWSB"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSBN1DA16","audio","Latn","nmz","NMZWSB"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSBN2DA","audio_drama","Latn","nmz","NMZWSB"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSBN2DA16","audio_drama","Latn","nmz","NMZWSB"
"Nawdm","Wycliffe Suisse, Bienne, Suisse, 2013","N2NMZ/WSB","NMZWSBP2DV","video_stream","Latn","nmz","NMZWSB"
"Nande","1980 Bible Society of Uganda","N2NNB/BSU","NNBBSU","text_plain","Latn","nnb","NNBBSU"
"Nande","1980 Bible Society of Uganda","N2NNB/BSU","NNBBSUN2DA","audio_drama","Latn","nnb","NNBBSU"
"Nande","1980 Bible Society of Uganda","N2NNB/BSU","NNBBSUN2DA16","audio_drama","Latn","nnb","NNBBSU"
"Nande","1980 Bible Society of Uganda","N2NNB/BSU","NNBBSUP2DV","video_stream","Latn","nnb","NNBBSU"
"Nancere","1986 Bible Society of Chad","N2NNC/ABT","NNCABTN2DA","audio_drama",NULL,"nnc","NNCFUL"
"Nancere","1986 Bible Society of Chad","N2NNC/ABT","NNCABTN2DA16","audio_drama",NULL,"nnc","NNCFUL"
"Nancere","1986 Bible Society of Chad","N2NNC/ABT","NNCABTP2DV","video_stream",NULL,"nnc","NNCFUL"
"Ngiemboon","2007 Bible Society of Cameroon","N2NNH/ABC","NNHABC","text_plain",NULL,"nnh","NNHNNT"
"Ngiemboon","2007 Bible Society of Cameroon","N2NNH/ABC","NNHABCN2DA","audio_drama",NULL,"nnh","NNHNNT"
"Ngiemboon","2007 Bible Society of Cameroon","N2NNH/ABC","NNHABCN2DA16","audio_drama",NULL,"nnh","NNHNNT"
"Ngindo","Lilagano Liyono ku Bandu Boa","N1NNQ/PBT","NNQPBT","text_plain","Latn","nnq","NNQPBT"
"Ngindo","Lilagano Liyono ku Bandu Boa","N1NNQ/PBT","NNQPBTN1DA","audio","Latn","nnq","NNQPBT"
"Ngindo","Lilagano Liyono ku Bandu Boa","N1NNQ/PBT","NNQPBTN1DA16","audio","Latn","nnq","NNQPBT"
"Southern Nuni","1999 Wycliffe Bible Translators Inc.","N2NNW/WBT","NNWWBT","text_plain","Latn","nnw","NNWWBT"
"Southern Nuni","1999 Wycliffe Bible Translators Inc.","N2NNW/WBT","NNWWBTN2DA","audio_drama","Latn","nnw","NNWWBT"
"Southern Nuni","1999 Wycliffe Bible Translators Inc.","N2NNW/WBT","NNWWBTN2DA16","audio_drama","Latn","nnw","NNWWBT"
"Woun Meu","2005 Wycliffe Bible Translators Inc.","N2NOA/WBT","NOAWBT","text_plain","Latn","noa","NOAWBT"
"Woun Meu","2005 Wycliffe Bible Translators Inc.","N2NOA/WBT","NOAWBTN2DA","audio_drama","Latn","noa","NOAWBT"
"Woun Meu","2005 Wycliffe Bible Translators Inc.","N2NOA/WBT","NOAWBTN2DA16","audio_drama","Latn","noa","NOAWBT"
"Northern Thai","2015 Edition","N1NOD/WBT","NODWBTN1DA","audio","Thai","nod","NODWBT"
"Northern Thai","2015 Edition","N1NOD/WBT","NODWBTN1DA16","audio","Thai","nod","NODWBT"
"Northern Thai","2015 Edition","N1NOD/WBT","NODWBTP2DV","video_stream","Thai","nod","NODWBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBT","text_plain","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBT","text_format","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBTN1DA","audio","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBTN1DA16","audio","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBTN2DA","audio_drama","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBTN2DA16","audio_drama","Cyrl","nog","NOGIBT"
"Nogai","2011 Institute for Bible Translation, Moscow","N2NOG/IBT","NOGIBTP2DV","video_stream","Cyrl","nog","NOGIBT"
"Lao","1973 Version","N1NOL/SSR","NOLSSRN1DA","audio",NULL,"lao","LAOSSR"
"Numanggang","2005 Wycliffe Bible Translators, Inc.","N2NOP/WBT","NOPWBT","text_plain","Latn","nop","NOPNTT"
"Norwegian","1930 Det Norsk Bibelselskap","C2NOR/NBS","NORNBS","text_plain","Latn","nor","NORNBS"
"Norwegian","1930 Det Norsk Bibelselskap","C2NOR/NBS","NORNBS","text_format","Latn","nor","NORNBS"
"Norwegian","Norsk Bibel AS 2016","C2NOR/NBV","NORNBV","text_plain","Latn","nor","NORNBV"
"Norwegian","Norsk Bibel AS 2016","C2NOR/NBV","NORNBV","text_format","Latn","nor","NORNBV"
"Nomatsiguenga","1980/2004 La Liga Bíblica","N2NOT/TBL","NOTTBL","text_plain","Latn","not","NOTWBT"
"Nomatsiguenga","1980/2004 La Liga Bíblica","N2NOT/TBL","NOTTBLN1DA","audio","Latn","not","NOTWBT"
"Nomatsiguenga","1980/2004 La Liga Bíblica","N2NOT/TBL","NOTTBLN1DA16","audio","Latn","not","NOTWBT"
"Nomatsiguenga","1980/2004 La Liga Bíblica","N2NOT/TBL","NOTTBLN2DA","audio_drama","Latn","not","NOTWBT"
"Nomatsiguenga","1980/2004 La Liga Bíblica","N2NOT/TBL","NOTTBLN2DA16","audio_drama","Latn","not","NOTWBT"
"Ewage-Notu","1987 Wycliffe Bible Translators, Inc.","N2NOU/WBT","NOUWBT","text_plain","Latn","nou","NOUWBT"
"Southeastern Puebla Nahuatl","2011 Bible League International","N2NPL/WYI","NPLWYI","text_plain",NULL,"npl","NPLWYI"
"Southeastern Puebla Nahuatl","2011 Bible League International","N2NPL/WYI","NPLWYIN2DA","audio_drama",NULL,"npl","NPLWYI"
"Southeastern Puebla Nahuatl","2011 Bible League International","N2NPL/WYI","NPLWYIN2DA16","audio_drama",NULL,"npl","NPLWYI"
"Southeastern Puebla Nahuatl","2011 Bible League International","N2NPL/WYI","NPLWYIP2DV","video_stream",NULL,"npl","NPLWYI"
"Napu","Today's Napu Version, 2000","N2NPY/LAI","NPYLAI","text_plain","Latn","npy","NPYLAI"
"Napu","Today's Napu Version, 2000","N2NPY/LAI","NPYLAIN2DA","audio_drama","Latn","npy","NPYLAI"
"Napu","Today's Napu Version, 2000","N2NPY/LAI","NPYLAIN2DA16","audio_drama","Latn","npy","NPYLAI"
"Napu","Today's Napu Version, 2000","N2NPY/LAI","NPYLAIP2DV","video_stream","Latn","npy","NPYLAI"
"Nsenga","Bible Society of Zambia Edition","N1NSE/BSZ","NSEBSZN1DA","audio",NULL,"nse","NSEBSZ"
"Nsenga","Bible Society of Zambia Edition","N1NSE/BSZ","NSEBSZN1DA16","audio",NULL,"nse","NSEBSZ"
"Naskapi","Naskapi Development Corporation","N1NSK/NDC","NSKNDCN1DA","audio",NULL,"nsk","NSKNNT"
"Naskapi","Naskapi Development Corporation","P1NSK/NDC","NSKNDCP1DA","audio",NULL,"nsk","NSKNNT"
"Sumi Naga","Common Language Version","N2NSM/CLV","NSMCLVN2DA","audio_drama",NULL,"nsm","NSMCLV"
"Sumi Naga","Common Language Version","N2NSM/CLV","NSMCLVP2DV","video_stream",NULL,"nsm","NSMCLV"
"Nehan","2011 Wycliffe Bible Translators, Inc.","N2NSN/WBT","NSNWBT","text_plain","Latn","nsn","NSNWBT"
"Pedi","Müqəddəs Kitab Version","N2NSO/BSA","NSOBSAN2DA","audio_drama",NULL,"nso","NSOBSA"
"Pedi","2000 Bible Society of South Africa","N2NSO/BSA","NSOBSAN2DA","audio_drama",NULL,"nso","NSOBSA"
"Nali","2008, 2012 Wycliffe Bible Translators, Inc.","P2NSS/WBT","NSSWBT","text_plain","Latn","nss","NSSGAN"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBT","text_format","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBT","text_plain","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBTN1DA","audio","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBTN1DA16","audio","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBTN2DA","audio_drama","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBTN2DA16","audio_drama","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","P1NSU/WBT","NSUWBTP1DA","audio","Latn","nsu","NSUWBT"
"Sierra Negra Nahuatl","2011 Wycliffe Bible Translators, Inc.","N2NSU/WBT","NSUWBTP2DV","video_stream","Latn","nsu","NSUWBT"
"Ngaanyatjarra","2008 Bible Society Australia","S1NTJ/BSA","NTJBSAP2DV","video_stream",NULL,"ntj","NTJBSA"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBT","text_plain","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBT","text_format","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBTN1DA","audio","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBTN1DA16","audio","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBTN2DA","audio_drama","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBTN2DA16","audio_drama","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","P2NTM/WBT","NTMWBTP1DA","audio","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","P2NTM/WBT","NTMWBTP2DA","audio_drama","Latn","ntm","NTMWBT"
"Nateni","Wycliffe Bible Translators, Inc","N2NTM/WBT","NTMWBTP2DV","video_stream","Latn","ntm","NTMWBT"
"Northern Tepehuan","Bible League International","N2NTP/TBL","NTPTBL","text_plain","Latn","ntp","NTPTBL"
"Delo","2006 Wycliffe Bible Translators Inc.","N2NTR/WBT","NTRWBT","text_plain",NULL,"ntr","NTRWBT"
"Delo","2006 Wycliffe Bible Translators Inc.","N2NTR/WBT","NTRWBTN2DA","audio_drama",NULL,"ntr","NTRWBT"
"Delo","2006 Wycliffe Bible Translators Inc.","N2NTR/WBT","NTRWBTN2DA16","audio_drama",NULL,"ntr","NTRWBT"
"Delo","2006 Wycliffe Bible Translators Inc.","N2NTR/WBT","NTRWBTP2DV","video_stream",NULL,"ntr","NTRWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBT","text_format","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBT","text_plain","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBTN1DA","audio","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBTN1DA16","audio","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBTN2DA","audio_drama","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBTN2DA16","audio_drama","Latn","nuj","NUJWBT"
"Nyole","2016 The Bible Society of Uganda with the co-operation of Wycliffe Bible Translators, Inc.","N2NUJ/WBT","NUJWBTP2DV","video_stream","Latn","nuj","NUJWBT"
"Nupe-Nupe-Tako","1989 Bible Society of Nigeria","N2NUP/BSN","NUPBSNN2DA","audio_drama",NULL,"nup","NUPBSN"
"Nuer","Bible Society of South Sudan","N2NUS/BSS","NUSBSS","text_format","Latn","nus","NUSBSS"
"Nuer","Bible Society of South Sudan","N2NUS/BSS","NUSBSS","text_plain","Latn","nus","NUSBSS"
